t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
57,3,27,25,27,32,25,25,27,27,48,48,27,27,27,25,32,32,27,32,32,32,32,25,27,27,25,57,3,27,25,27,25,40,18,18,40,18,27,18,18,18,57,3,27,25,27,32,25,25,57,3,27,25,27,32,25,25,86,3,7,86,3,86,3,86,3,86,3,86,3,86,3,86,3,86,3,44,40,29,40,18,29,29,40,18,29,160,160,18,86,3,86,3,76,7,3,144,105,3
32,25,25,27,27,48,48,27,27,27,25,32,32,27,32,32,32,32,25,27,27,25,57,3,27,25,27,25,40,18,18,40,18,27,18,18,18,57,3,27,25,27,32,25,25,57,3,27,25,27,32,25,25,86,3,7,86,3,86,3,86,3,86,3,86,3,86,3,86,3,86,3,44,40,29,40,18,29,29,40,18,29,160,160,18,86,3,86,3,144,105,55,55,55,55,55,55,55,55,55
3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33,3,33
40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,40,18,18,18,18,18,40,18,18,18,18,18,18,18,18,18,18,18,18,18,14,18,14,18,64,8,22,5,35,3,19,130,130,3,3,3,3,3,3,3,3,3,3,109,3,25,3,3,3,105,57,59,3,3,3,3,130
12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,8,62,8,3,12,12,12,105,105,105,105,105,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,19,19,2,135,105,130,130,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,130
3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,28,77,3,2,8,62,120,26,2,8,62,120,26,2,130,130,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,3,3,3,130
105,127,2,71,15,15,15,15,15,15,71,7,7,3,105,135,19,33,3,3,2,3,3,130,130,3,3,3,3,3,3,3,3,3,3,105,18,3,3,109,3,109,3,3,3,3,7,3,3,3,3,3,18,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3,109,3,3,3,3,3,109,3,109,3,25,3,3,14,18,14,18,19,3,3,3,105,57,59,3,3,3,3,3,3,130
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,70,72,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,30,76,14,18,18,7,43,90,2,7,43,90,2,7,43,90,2,7,43,90,2,121,19,19,19,19,3,19,130,130,3,3,3,3,3,3,3,3,3,3,109,3,25,3,3,3,3,3,105,57,59,3,3,3,3,130
15,3,3,15,7,15,15,40,18,14,80,82,80,82,71,15,15,15,15,15,15,15,15,80,82,15,15,71,80,82,53,53,53,53,126,120,7,7,7,8,22,5,22,7,5,5,5,5,19,3,40,18,81,19,19,7,6,18,81,7,19,8,19,19,17,3,18,7,81,19,19,24,18,81,8,19,19,17,17,17,17,3,40,18,18,7,81,19,19,117,3,3,18,81,2,8,19,19,53,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,77,146,3,9,10,6,117,130,130,3,105,57,59,3,3,3,3,130,6,117,130,130,3,105,57,59,3,3,3,3,130
40,18,101,18,18,15,15,80,82,80,82,3,57,27,25,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,105,105,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,105,105,130,130,3,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,130
25,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,19,105,105,130,130,3,109,3,3,3,3,3,19,3,3,19,19,105,162,109,3,22,179,3,24,3,3,109,3,18,105,57,59,3,3,3,3,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,49,50,44,25,40,27,32,25,27,32,25,122,14,18,27,186,141,50,50,40,112,50,44,25,57,59,3,57,59,3,57,59,3,27,187,57,57,59,3,76,7,7,15,3,57,59,3,57,59,3,40,18,175,57,59,3,57,59,3,57,59,3,50,135,105,14,14,130,130,3,3,3,3,105,57,59,3,3,3,3,3,130
0,49,122,57,59,59,3,95,49,57,46,112,43,43,43,141,14,14,40,141,14,57,59,3,14,18,18,18,18,3,3,46,59,3,40,18,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,40,18,40,18,18,18,18,18,18,18,7,65,189,63,42,25,63,42,42,42,42,42,25,28,3,8,22,5,5,5,5,3,8,17,17,3,8,17,3,36,19,19,234,226,40,18,12,130
22,22,7,5,3,7,19,28,77,3,8,19,117,3,127,127,40,18,139,139,27,177,25,27,177,25,173,173,19,19,19,105,105,105,105,135,130,130,3,3,3,3,3,3,3,109,3,3,25,25,25,25,3,109,3,3,3,3,185,19,19,19,19,3,3,19,3,3,3,3,3,3,3,25,3,3,3,3,3,14,18,14,18,109,3,25,3,3,3,3,3,105,57,59,3,3,3,3,3,130
50,44,25,46,59,3,3,3,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,50,44,65,42,25,24,9,65,3,57,59,3,57,59,3,40,18,18,125,8,113,107,3,3,20,110,28,3,8,9,24,9,8,35,5,12,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,12,40,18,40,18,40,18,40,18,40,18,40,18,40,18,40,18,40,18,40,18,40,18,40,18,40,18,40,18,40,18,40,18,40,18,6,8,10,3,130,130,3,3,3,3,3,105,57,59,3,3,3,3,130
15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71
68,10,68,68,10,3,68,6,68,10,68,68,10,3,68,6,68,10,68,68,10,3,68,6,68,10,68,68,68,68,10,3,68,6,68,10,68,68,10,3,68,6,68,10,68,68,68,10,3,68,6,68,10,68,68,68,10,3,68,6,68,10,68,68,10,3,68,6,68,10,68,68,10,3,68,6,68,10,68,68,68,10,3,68,6,68,10,68,68,10,3,68,6,68,10,68,68,10,3,68
12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12,20,117,12
3,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,46,12,12,12,12,12,7,105,105,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,105,105,130,130,7,7,3,109,3,3,3,19,3,3,19,19,3,19,19,19,3,3,105,57,59,3,3,3,3,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,118,118,118,28,77,3,2,118,118,8,62,120,26,2,118,118,8,62,120,26,2,130,130,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,3,3,3,130
25,25,27,27,48,48,27,27,27,25,32,32,27,32,32,32,32,25,27,27,25,57,3,27,25,27,25,40,18,18,40,18,27,18,18,18,57,3,27,25,27,32,25,25,57,3,27,25,27,32,25,25,86,3,7,86,3,86,3,86,3,86,3,86,3,86,3,86,3,86,3,44,40,29,40,18,29,29,40,18,29,160,160,18,86,3,86,3,76,7,3,144,105,71,15,15,15,15,71,3
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,11,33,33,33,33,33,33,33,33,33,33,11,33,33,33,33,33,33,33,33,33,33,33,11,33,33,33,33,33,71,15,15,15,15,15,15,15,15,15,15,71,33,71,15,15,15,15,15,15,15,15,15,15,71,33,33,33,33,33,71,15,15,15,15,15,15,15,15,15,15,71,33,33,33
57,27,25,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,105,105,130,130,3,109,3,3,3,3,3,19,3,3,19,19,162,109,3,22,179,3,24,3,3,109,3,18,105,57,59,3,3,3,3,130
3,28,3,28,3,192,196,192,20,21,38,21,9,24,31,20,18,25,3,25,3,135,14,14,130,130,3,3,3,3,3,3,3,3,109,3,109,3,3,3,105,18,3,3,3,3,3,3,109,3,7,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,25,18,19,19,19,19,25,7,7,7,3,3,3,3,3,109,3,109,3,25,25,7,3,3,105,57,59,3,3,3,3,3,7,130
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,43,43,43,43,19,130,130,19,3,3,19,19,3,3,105,57,59,3,3,3,3,130
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,70,72,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,63,42,25,65,65,6,23,82,69,6,8,17,17,3,40,40,19,19,130,130,3,105,57,59,3,3,3,3,130
15,15,15,15,71,40,71,15,15,15,15,15,15,15,15,15,15,71,101,40,18,101,18,18,15,15,80,82,80,82,3,57,27,25,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,173,3,105,135,19,19,2,135,105,105,130,130,3,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,130
107,109,107,3,109,195,135,126,113,107,30,3,30,76,3,109,3,30,76,3,107,109,107,3,109,30,76,3,107,109,107,3,109,195,135,3,135,130,130,3,3,3,3,3,3,109,3,3,3,105,18,3,3,109,3,3,3,3,3,3,3,3,3,18,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3,3,3,3,3,109,3,109,3,25,3,3,105,57,59,3,3,3,3,3,130
20,39,45,41,2,94,12,2,94,12,2,94,12,2,94,12,2,26,20,39,45,41,2,94,12,2,94,12,2,94,12,2,94,12,2,26,20,39,45,41,2,94,12,2,94,12,2,94,12,2,94,12,2,26,20,39,45,41,2,94,12,2,94,12,2,94,12,2,94,12,2,26,20,39,45,41,2,94,12,2,94,12,2,94,12,2,94,12,2,26,20,39,45,41,2,94,12,2,94,12
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,70,72,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,30,76,14,18,18,7,43,90,2,7,43,90,2,7,43,90,2,7,43,90,2,121,19,19,19,19,3,19,130,130,3,3,3,3,3,3,3,3,3,3,109,3,25,3,3,3,105,57,59,3,3,3,3,130
139,220,132,63,44,44,25,102,102,3,3,7,3,3,86,3,7,86,3,86,3,102,102,102,27,32,25,101,55,55,55,74,74,58,58,27,32,25,176,80,82,126,135,27,27,32,25,27,27,27,32,25,27,32,25,32,167,25,25,32,32,32,32,32,183,221,32,167,139,139,139,139,139,176,50,32,25,27,27,25,25,139,139,139,139,139,220,132,63,44,44,25,102,27,32,25,101,55,55,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,29,186,113,113,107,75,95,7,40,18,18,18,18,2,7,19,7,62,62,62,49,122,57,59,59,3,95,49,57,46,7,185,185,130,130,3,3,3,130
57,27,25,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,105,105,130,130,3,109,3,3,3,3,3,19,3,3,19,19,162,109,3,22,179,3,24,3,3,109,3,18,105,57,59,3,3,3,3,130
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,12,127,127,33,33,33,33,33,33,33,55,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,12,33,33,127,127,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
57,152,3,3,57,3,57,57,57,59,3,3,57,3,57,57,59,59,3,3,3,3,46,59,3,40,18,18,40,18,18,18,18,18,18,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2,65,9,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,36,3,49,8,17,3,36,105,14,14,130,130,3,105,57,59,3,3,3,3,3,130
3,117,31,9,31,3,3,3,3,3,14,14,130,130,3,3,3,3,3,3,3,3,109,3,109,3,3,3,105,18,3,3,3,3,3,109,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,25,3,3,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,109,3,109,3,3,3,3,3,105,57,59,3,3,3,3,3,130
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,3,3,3,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,30,38,8,8,12,12,6,24,3,12,8,62,3,30,28,77,146,3,8,62,3,6,24,3,12,30,8,62,8,3,12,2,2,2,2,4,2,2,2,2,2,2,2,4,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,193,40,18,18,8,94,186,113,107,49,40,18,18,18,112,112,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,105,43,67,12
25,27,27,48,48,27,27,27,25,32,32,27,32,32,32,32,25,27,27,25,57,3,27,25,27,25,40,18,18,40,18,27,18,18,18,57,3,27,25,27,32,25,25,57,3,27,25,27,32,25,25,86,3,7,86,3,86,3,86,3,86,3,86,3,86,3,86,3,86,3,44,40,29,40,18,29,29,40,18,29,160,160,18,86,3,86,3,144,105,55,7,3,55,55,55,55,55,55,55,55
6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28,6,6,10,28
46,3,57,3,48,48,46,46,3,48,48,3,46,46,3,40,18,18,40,18,46,18,18,18,57,3,48,48,46,46,3,48,48,3,46,46,48,48,3,46,59,3,3,57,3,48,48,46,46,3,48,48,3,46,46,48,48,3,46,59,3,3,86,3,7,86,3,86,3,86,3,86,3,86,3,86,3,86,3,86,3,44,40,29,40,18,29,29,40,18,29,160,160,18,86,3,86,3,144,105
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,14,18,18,18,18,18,18,18,18,14,14,40,18,18,14,18,18,43,43,19,7,19,7,62,62,62,7,14,18,185,49,7,19,7,40,18,94,15,107,14,18,7,7,7,15,15,80,3,3,57,59,3,57,59,3,3,15,7,15,15,40,18,65,95,7,20,20,20,20,20,20,20,20,20,33,50,50,50,50,50,50,49,6,38,9
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,160,160,18,86,3,86,3,192,196,71,15,15,15,15,15,15,71,15,15,15,15,15,15,71,15,15,15,15,15,15,71,15,15,15,15,15,15,27,32,25,101,33,33,144,105,33,55,3,55,33,55,55,33,33,55,33,55,33,55,33,55,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,5,35,57,59,59,57,59,3,57,119,57,59,59,3,119,3,57,57,3,57,57,57,152,3,3,57,3,57,57,57,152,3,3,57,3,57,57,57,59,3,3,57,3,57,57,59,59,3,3,8,113,107,3,57,59,3,110,110,130,130,105,3,3,3,3,3,3,105,57,59,3,3,3,3,130
93,177,25,3,105,3,3,19,19,130,130,3,3,3,3,3,3,3,3,3,3,3,109,3,105,105,105,105,105,105,3,3,109,3,3,109,3,109,3,3,3,105,18,3,3,3,3,3,3,3,3,18,25,3,3,3,3,3,14,18,14,18,3,3,109,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,25,109,3,109,3,25,25,3,3,3,3,105,57,59,3,3,3,3,3,130
43,24,7,8,5,3,7,7,19,109,7,19,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,49,7,19,7,14,18,18,18,18,14,7,7,185,117,40,7,90,90,43,90,143,14,14,130,130,130
7,90,7,90,7,90,121,14,18,14,18,7,90,7,90,7,90,121,3,14,18,14,18,14,18,7,90,7,90,7,90,7,90,121,14,18,14,18,7,90,7,90,7,90,121,3,14,18,14,18,14,18,7,90,7,90,7,90,7,90,121,43,43,43,90,7,90,7,90,121,19,19,19,19,19,19,130,130,3,3,3,3,3,3,3,3,105,105,105,105,3,105,57,59,3,3,3,3,3,130
7,7,7,7,7,7,7,7,7,7,7,43,7,7,7,7,43,7,46,29,40,29,18,81,8,8,8,62,22,22,22,7,7,5,3,7,7,7,7,7,7,7,7,19,19,19,19,19,19,19,7,6,6,7,7,105,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,2,33,2,173,19,19,2,135,105,130,130,3,3,19,3,3,19,19,3,3,105,57,59,3,3,3,3,130
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,14,18,65,8,12,8,22,22,22,7,22,22,22,5,22,22,22,7,65,117,214,16,40,18,109,105,7,90,90,217,143,3,19,3,33,71,15,15,15,15,15,15,15,15,15,15,71,3,3,3,19,130,130,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,18,14,18,3,105,57,59,3,3,3,3,130
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,7,7,65,23,82,69,8,65,65,23,82,69,8,17,3,65,65,8,17,3,65,65,50,42,25,65,65,50,50,63,25,25,50,63,42,42,25,25,65,65,117,19,19,130,130,3,105,57,59,3,3,3,3,130
33,33,33,33,33,33,33,33,33,33,33,33,33,33,11,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,11,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,11,33,33,33,33,33,33,11,33,33,11,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,7,62,62,62,7,14,18,185,40,40,3,57,59,3,57,59,3,40,18,18,125,8,113,107,3,3,50,3,40,112,50,44,25,57,59,3,57,59,3,57,59,3,27,187,57,57,59,3,76,49,191,76,143,50,50,3,3,50,3,50,185,130,130,3,3,3,3,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,3,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,40,40,40,40,40,40,40,40,40,40,40,40,40,40,43,43,43,43,7,7,65,65,36,130,130,3,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,3,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,186,132,8,113,107,109,180,130,130,130
71,66,66,71,15,15,15,15,15,15,15,15,15,15,71,66,71,15,15,15,15,15,15,15,15,15,15,71,66,66,66,66,66,66,104,50,44,44,44,44,25,25,30,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,66,66,71,15,15,15,15,15,15,15,15,15,15,71,66,34,71,15,15,15,15,15,15,15,15,15,15,71,66,66,66,34,34
2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
18,18,18,18,18,18,18,18,18,18,18,43,14,14,49,50,44,25,50,44,25,27,32,25,3,3,40,43,18,18,18,18,18,18,43,14,14,40,43,18,43,19,28,3,14,18,40,122,40,7,19,7,40,40,14,14,14,14,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,120,18,63,44,25,63,44,25,24,190
40,18,32,25,27,32,25,95,95,181,125,125,3,40,18,40,112,50,44,25,57,59,3,57,59,3,57,59,3,27,187,57,57,59,3,76,18,7,76,154,3,7,27,27,25,32,25,27,27,25,32,25,76,3,154,3,27,27,25,32,25,27,27,25,32,25,76,3,154,3,27,27,25,32,31,185,130,130,3,3,3,3,3,3,109,3,3,3,105,18,3,3,3,3,3,3,3,3,18,130
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,50,50,57,59,3,57,59,3,3,131,131,131,131,53,7,7,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,15,15,14,18,23,82,69,65,8,53,12,3,19
15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,33,15,15,80,82,80,82,3,57,27,25,15,15,80,82,80,82,15,15,80,82,80,82,33,33,71,15,15,15,15,15,15,15,15,15,15,71,68,33,33,33,33,55,7,3,55,55,55,55,55,55,55,55
171,7,7,7,7,7,7,7,7,7,7,7,7,43,7,7,7,7,43,7,50,40,18,8,62,22,22,22,22,5,22,5,12,159,53,40,18,12,12,53,12,12,53,12,117,12,117,12,12,63,44,25,3,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,105,33,173,19,19,2,135,105,130,130,3,109,3,3,3,3,19,3,3,19,19,105,3,105,57,59,3,3,3,3,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,49,2,28,77,3,50,44,25,21,158,8,62,8,3,14,14,130,130,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,130
